Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM28,OUT027,5563.96
FDI36,OUT049,3482.2
FDS07,OUT045,1571.89
FDD36,OUT045,1568.89
FDW11,OUT046,944.97
FDN40,OUT049,2110.25
NCQ18,OUT049,2158.26
NCQ54,OUT017,2767.46
NCS42,OUT045,1634.07
DRH39,OUT010,186.424
FDC09,OUT027,2673.52
FDT08,OUT010,316.111
FDC08,OUT035,3863.84
FDT20,OUT017,603.747
FDS35,OUT035,1191.25
FDX58,OUT018,3710.04
FDW58,OUT046,1678.15
DRD27,OUT046,1896.53
FDH32,OUT019,158.061
FDS26,OUT035,4471.85
FDQ31,OUT046,1649.59
FDP11,OUT018,4847.89
FDD58,OUT017,1507.84
FDM33,OUT045,3216.61
FDZ16,OUT049,3291.52
NCS29,OUT010,369.186
NCM18,OUT019,132.354
FDP11,OUT049,3485.33
NCC42,OUT017,2265.18
DRM23,OUT046,2679.71
NCN55,OUT027,3794.86
FDK46,OUT013,4561.93
FDR01,OUT046,3765.83
NCA05,OUT045,2263.25
NCP43,OUT017,2720.46
FDR12,OUT010,310.526
FDQ01,OUT013,3998.66
FDM13,OUT046,1688.34
FDQ19,OUT017,4149.47
FDK56,OUT019,408.135
NCX06,OUT010,338.426
FDO56,OUT027,2597.55
FDU45,OUT045,1887.88
FDI16,OUT019,202.803
FDL32,OUT046,1774.29
FDA07,OUT046,2520.32
FDA14,OUT045,2719.99
FDV46,OUT027,2610.47
NCO07,OUT035,3176.53
NCP41,OUT046,1565.36
FDY60,OUT018,1232
FDN38,OUT017,3194.31
FDO15,OUT046,1165.75
FDT60,OUT013,2131.03
FDA55,OUT035,4432.83
FDE02,OUT010,163.787
DRJ39,OUT049,4368.31
FDV34,OUT035,1284.39
FDS20,OUT027,4759.14
FDF02,OUT027,3692.73
FDW40,OUT017,2683.91
NCB43,OUT046,3173.67
FDR58,OUT017,1247.24
DRJ59,OUT035,633.642
NCD30,OUT017,1371.68
FDE14,OUT017,1281.2
FDC28,OUT018,1279.67
FDU16,OUT018,1060.42
NCD19,OUT035,696.16
FDU21,OUT046,799.692
FDV59,OUT027,5257.76
FDU03,OUT045,3282.73
FDC33,OUT010,582.908
NCR42,OUT035,398.415
DRH59,OUT035,1516.89
NCM31,OUT035,1694.46
FDS50,OUT035,3527.81
FDP39,OUT046,860.147
FDQ55,OUT013,1865.51
FDV36,OUT019,353.518
FDI05,OUT027,2223.04
FDS45,OUT027,3033.92
FDA39,OUT045,612.603
FDC37,OUT010,160.707
FDJ60,OUT027,4598.15
DRQ35,OUT046,1464.09
NCJ06,OUT046,2206.99
NCY42,OUT018,2946.9
DRM37,OUT049,3786.4
FDR14,OUT045,824.327
FDE51,OUT049,642.031
FDT33,OUT017,2552.01
FDR08,OUT013,1444.92
FDE36,OUT010,338.692
FDL22,OUT019,315.523
FDR44,OUT013,2541.09
FDI56,OUT019,261.526
FDE47,OUT010,276.174
FDV27,OUT010,313.026
FDV10,OUT049,688.504
FDC40,OUT045,1492.12
NCX41,OUT013,3557.7
NCQ38,OUT027,1990.68
FDV12,OUT027,3042.04
FDE52,OUT017,1397.38
FDG20,OUT027,4469.65
FDV16,OUT027,930.855
FDI32,OUT017,3578.94
FDJ32,OUT049,857.95
FDN39,OUT018,1981.75
FDY34,OUT017,2727.25
FDC14,OUT035,710.009
FDA55,OUT017,4653.68
FDZ50,OUT010,638.236
DRG13,OUT049,2164.12
FDP01,OUT013,2192.95
NCG54,OUT017,2553.74
FDM13,OUT045,1554.24
NCO18,OUT027,4618.85
NCW41,OUT013,2888.24
FDM52,OUT027,3460.43
NCF55,OUT035,566.862
FDT09,OUT046,1587
NCM19,OUT035,2403.8
FDW12,OUT018,1401.24
FDP15,OUT019,505.875
FDK36,OUT045,664.136
FDZ25,OUT035,2982.18
NCW06,OUT049,3238.12
FDW60,OUT046,2988.18
DRC49,OUT013,2653.81
NCT17,OUT035,3411.63
NCN06,OUT018,2963.41
FDC45,OUT013,1887.54
DRJ47,OUT019,429.308
NCF06,OUT045,5541.79
FDE21,OUT010,320.822
DRG27,OUT013,787.575
FDW40,OUT049,3057.69
NCO53,OUT046,3057.62
FDE23,OUT049,624.72
FDQ16,OUT046,2121.44
FDS26,OUT045,3539.73
FDZ13,OUT010,77.0331
FDS14,OUT049,1696.66
FDC10,OUT045,1482.47
FDY16,OUT049,3741.2
FDJ20,OUT035,2276.24
FDV43,OUT035,591.563
FDZ32,OUT027,2450.21
FDR23,OUT046,2340.69
FDN24,OUT035,935.449
FDE34,OUT027,5965.9
FDU31,OUT013,2806.81
FDW33,OUT018,1470.02
FDU26,OUT046,1725.55
FDE20,OUT027,4954.48
NCW05,OUT035,2314.12
FDB22,OUT018,2161.59
FDO56,OUT046,1859.71
FDA19,OUT027,3438.46
DRI39,OUT045,806.816
FDH52,OUT018,675.854
FDZ50,OUT035,2816.2
NCN42,OUT035,3221.34
FDB53,OUT013,2685.44
DRG11,OUT017,2103.53
DRK11,OUT027,3288.79
FDQ60,OUT017,1335.06
FDT36,OUT017,505.875
DRG25,OUT018,2230.23
DRJ23,OUT046,2845.63
FDG05,OUT035,2911.08
NCK06,OUT018,1920.7
FDU52,OUT017,1810.11
FDW07,OUT018,1193.05
NCM17,OUT045,704.55
FDA22,OUT045,3771.02
NCA41,OUT018,2319.85
FDF38,OUT035,516.528
FDH52,OUT046,1101.97
FDY58,OUT019,591.297
FDZ16,OUT045,4250.67
NCM18,OUT017,1491.39
FDA22,OUT018,2471.58
NCJ43,OUT035,3501.51
FDI34,OUT027,7313.55
FDG56,OUT046,1480.01
FDS34,OUT046,1887.74
DRC01,OUT035,839.907
FDQ04,OUT035,739.837
FDK04,OUT035,577.115
FDT51,OUT049,1152.1
FDV26,OUT017,2901.82
FDS04,OUT049,2237.69
FDW43,OUT018,2808.88
FDQ28,OUT010,341.356
NCK06,OUT017,2144.08
FDS23,OUT018,2220.18
FDZ36,OUT019,432.77
FDE56,OUT018,918.338
FDW10,OUT027,6041.8
NCN14,OUT045,2392.02
NCQ18,OUT045,1758.04
FDW08,OUT017,1563.76
FDU43,OUT035,5249.57
FDR33,OUT010,278.77
FDM24,OUT010,380.704
NCZ05,OUT046,1216.48
NCV41,OUT035,2094.54
FDV11,OUT018,2720.99
NCY05,OUT035,679.649
FDV44,OUT018,3216.21
FDW32,OUT049,1175.8
NCU18,OUT027,3805.58
NCC43,OUT035,4479.1
FDW19,OUT013,1713.7
FDN31,OUT035,2790.1
FDI48,OUT045,780.384
FDS24,OUT017,1137.72
FDF46,OUT049,2102.13
DRG23,OUT017,1774.42
FDG14,OUT018,2549.75
NCY30,OUT049,2747.42
FDO28,OUT018,2214.65
DRD24,OUT035,2177.37
FDI33,OUT049,1978.82
FDN32,OUT046,2416.45
FDR16,OUT045,3217.68
FDF26,OUT046,2585.3
NCN29,OUT018,464.795
FDE20,OUT045,3401.91
FDA46,OUT046,2930.65
FDU28,OUT045,1949.8
FDQ48,OUT045,1231
FDV36,OUT013,2054.26
FDR14,OUT018,616.797
FDP23,OUT017,3643.92
FDP56,OUT013,897.032
FDK48,OUT010,208.928
FDR48,OUT046,2389.42
NCY29,OUT049,844.368
FDM22,OUT018,1066.94
DRJ01,OUT013,2721.12
FDZ43,OUT045,3765.1
FDV03,OUT035,2956.15
FDX11,OUT027,5545.05
NCA41,OUT027,4561.73
FDE38,OUT017,1993.54
FDI27,OUT018,875.727
FDN32,OUT013,2730.31
NCN43,OUT017,1973.63
FDB47,OUT027,5175.2
FDV03,OUT017,2978.46
NCN30,OUT045,1300.24
NCV54,OUT010,330.037
FDV07,OUT013,1501.45
FDP07,OUT049,1968.37
FDK48,OUT018,699.756
FDM15,OUT019,293.396
FDY19,OUT027,2681.18
FDK46,OUT046,4473.84
FDY11,OUT045,1017.08
FDH09,OUT046,664.269
FDO08,OUT027,4090.48
FDU14,OUT013,5206.56
FDD22,OUT027,3635.73
FDM27,OUT017,3007.09
FDL02,OUT027,3121.87
NCA17,OUT035,3040.04
FDE38,OUT019,712.273
NCG07,OUT049,2766.8
DRC27,OUT013,4472.58
FDA27,OUT035,3519.75
FDW40,OUT045,2319.71
DRI11,OUT013,1273.88
FDN50,OUT046,1607.57
FDR12,OUT046,3507.63
FDT34,OUT027,3022.6
FDW11,OUT035,1084.06
NCO30,OUT027,5071.6
FDZ34,OUT017,4005.99
FDU45,OUT017,1865.37
NCD42,OUT035,662.87
FDX25,OUT045,3072.8
NCR29,OUT046,1009.89
FDX43,OUT019,484.303
FDB04,OUT010,194.48
FDR49,OUT027,1737.74
FDS39,OUT018,1572.22
FDW58,OUT045,1483.94
FDG22,OUT019,52.5607
FDG31,OUT017,881.12
NCV53,OUT027,6068.5
DRJ37,OUT035,2759.01
FDV07,OUT035,1461.5
FDW52,OUT018,2468.05
FDT15,OUT045,3116.21
FDD02,OUT018,1919.9
FDM16,OUT035,1154.56
NCE55,OUT046,2606.21
FDB57,OUT018,2849.82
FDQ04,OUT013,651.019
FDQ47,OUT019,127.567
FDY14,OUT019,363.127
DRK37,OUT017,3480.54
FDO25,OUT017,3880.62
FDL57,OUT046,5448.91
NCK29,OUT018,1966.24
FDK46,OUT027,7191.24
NCB43,OUT010,551.815
DRE01,OUT027,7948.92
FDC46,OUT018,2804.55
FDQ23,OUT045,1508.5
FDX38,OUT049,835.912
FDG60,OUT018,3313.62
FDW55,OUT017,5135.25
FDP39,OUT013,719.131
FDB20,OUT018,1051.83
FDV21,OUT017,2458.6
FDZ02,OUT013,959.151
FDP19,OUT027,3667.56
FDA38,OUT035,3672.55
FDH22,OUT045,1851.26
DRM11,OUT045,3814.24
FDO12,OUT027,2153.46
FDT14,OUT049,2276.64
FDW34,OUT010,560.67
FDG04,OUT027,2610.4
FDW59,OUT018,1088.12
FDR33,OUT018,1358.1
FDP32,OUT013,1868.1
FDL13,OUT027,5690.79
FDD22,OUT013,2196.41
FDV40,OUT027,1992.21
NCD55,OUT046,543.226
FDQ20,OUT010,81.8268
FDD28,OUT045,574.918
FDC39,OUT045,4822.06
NCR17,OUT049,1678.75
DRO35,OUT018,1733.88
FDF40,OUT049,4458.33
FDR31,OUT018,2799.42
NCQ41,OUT017,2977.32
FDP38,OUT046,580.711
NCU54,OUT027,5692.92
FDG22,OUT018,453.743
DRK59,OUT013,3378.67
FDC37,OUT046,1800.66
NCO42,OUT013,2301.27
NCT42,OUT017,2397.81
FDX27,OUT035,1609.77
FDV40,OUT018,791.37
FDT45,OUT027,1536.53
FDS47,OUT019,158.061
FDR45,OUT035,5327.8
FDB03,OUT045,4502.21
FDO49,OUT035,824.793
FDU60,OUT027,4598.15
FDB26,OUT018,1040.58
FDB46,OUT017,3365.82
FDQ37,OUT019,523.618
FDN03,OUT017,5095.03
NCX30,OUT045,3235.65
FDK32,OUT019,338.337
DRM47,OUT013,2614.93
NCO02,OUT046,1144.38
FDP04,OUT013,1108.02
NCO43,OUT049,1851.32
FDD59,OUT013,1784.21
FDQ10,OUT017,2583.24
FDW45,OUT035,2384.76
NCK30,OUT049,4694.16
FDU31,OUT018,2133.89
NCQ17,OUT019,281.944
FDN01,OUT017,2250.07
FDZ19,OUT049,2616.19
DRG37,OUT017,2674.25
FDE32,OUT045,400.079
FDO34,OUT049,2865.74
FDM04,OUT019,147.919
FDZ25,OUT049,2830.45
FDU08,OUT049,1950.73
NCW30,OUT045,4382.23
NCM18,OUT013,1535.6
FDS22,OUT035,645.893
NCH18,OUT017,3568.55
FDC23,OUT013,3181.06
FDY46,OUT013,3262.02
NCU06,OUT046,2870.26
FDX57,OUT045,1466.96
FDX36,OUT027,5324.6
FDL16,OUT045,798.561
FDT16,OUT010,747.294
FDN16,OUT018,1554.64
FDC03,OUT046,2858.35
DRF60,OUT013,4721.99
FDS27,OUT027,5970.43
FDP33,OUT010,558.34
FDJ36,OUT018,1690.47
NCR42,OUT013,348.946
FDV14,OUT017,869.135
NCP42,OUT035,2741.76
FDB50,OUT027,1710.64
NCC30,OUT027,2909.15
FDA23,OUT018,1387.46
FDW16,OUT017,1330.47
FDQ52,OUT010,464.728
FDB58,OUT049,2233.49
NCP29,OUT049,691.966
NCM05,OUT045,4440.95
FDO25,OUT013,3559.03
NCM54,OUT046,2699.09
NCL54,OUT046,2310.93
FDL39,OUT010,725.296
FDF53,OUT018,4215.11
NCQ42,OUT035,1993.07
FDF58,OUT013,845.965
FDZ04,OUT035,1292.85
FDE26,OUT019,306.09
FDS60,OUT017,2460.06
FDV58,OUT017,2643.49
FDM04,OUT045,960.084
FDE08,OUT035,3314.22
NCB43,OUT049,3614.23
FDU11,OUT010,463.996
FDF22,OUT019,488.165
FDE24,OUT013,2185.75
DRJ49,OUT046,2286.89
NCQ53,OUT035,4049.2
NCL41,OUT013,520.123
FDR22,OUT013,1987.08
FDH04,OUT035,1599.25
DRH15,OUT045,902.092
FDY40,OUT049,814.074
NCI17,OUT035,1551.31
NCC18,OUT013,2937.51
FDY28,OUT027,5976.15
FDB45,OUT027,2717.2
NCL30,OUT018,1881.02
FDM10,OUT017,3319.75
FDH22,OUT027,3457.43
NCZ53,OUT017,2584.97
NCI18,OUT013,3674.22
FDH14,OUT027,3058.75
FDR36,OUT027,858.283
FDW01,OUT045,2860.34
FDK02,OUT027,2705.28
FDJ02,OUT018,2015.31
FDU55,OUT013,5395.64
NCV18,OUT027,2656.21
FDH14,OUT018,1743.73
FDZ37,OUT045,1542.73
FDX49,OUT049,3911.71
NCD43,OUT046,1296.38
FDZ07,OUT013,1189.19
FDK43,OUT035,2425.04
FDR32,OUT018,3400.57
FDT39,OUT013,2472.05
NCV54,OUT017,2206.66
FDF38,OUT018,482.971
FDV60,OUT046,2180.49
FDH44,OUT027,4198.6
FDS21,OUT046,808.947
NCL41,OUT045,623.056
FDM46,OUT017,2131.09
FDU27,OUT045,924.33
NCJ54,OUT017,3588.33
DRG51,OUT018,2171.17
NCA29,OUT019,240.573
FDR47,OUT045,3082.19
NCL19,OUT027,3428.54
DRG01,OUT049,1300.37
FDG10,OUT046,630.246
NCV05,OUT049,2316.45
NCH18,OUT019,429.047
FDV14,OUT018,857.883
DRJ23,OUT035,2774.52
DRJ11,OUT046,3629.74
FDZ03,OUT017,4711.13
FDI27,OUT010,80.0957
FDJ14,OUT018,1347.38
FDU32,OUT017,1879.62
FDD47,OUT027,3813.37
DRF36,OUT035,3079.72
FDM21,OUT046,5093.44
FDV10,OUT018,585.371
FDH60,OUT018,2004.26
FDX47,OUT010,276.107
FDT19,OUT019,249.77
FDO11,OUT045,5339.78
FDH24,OUT027,4653.14
FDL02,OUT018,1270.55
FDB02,OUT049,2437.76
FDA43,OUT046,2567.06
FDG52,OUT045,702.153
DRC12,OUT013,2303.2
FDY37,OUT018,1237.06
NCU18,OUT045,1705.11
FDU09,OUT035,1007.82
DRJ25,OUT027,1682.81
DRE12,OUT018,2304.8
DRL47,OUT017,2249.27
DRK01,OUT046,1490.19
FDC22,OUT019,413.329
FDG44,OUT013,710.076
FDW04,OUT035,1609.37
FDK09,OUT049,3925.56
NCN43,OUT035,2038.21
FDG04,OUT049,3072
FDH32,OUT010,174.506
DRI47,OUT017,2740.77
DRE15,OUT013,1148.64
FDY11,OUT035,993.174
FDO60,OUT049,879.322
FDQ20,OUT018,520.522
FDO57,OUT027,4790.9
FDT14,OUT019,416.458
FDA57,OUT049,661.006
DRN35,OUT017,673.523
FDJ03,OUT046,615.466
FDX28,OUT017,1665.9
DRE25,OUT045,1746.06
FDR09,OUT046,5233.85
FDB23,OUT035,4099.86
FDO08,OUT045,2783.78
FDQ23,OUT049,1562.43
FDW04,OUT013,1470.62
DRK13,OUT010,558.54
NCL17,OUT027,3693.73
FDY21,OUT035,4107.85
FDJ38,OUT027,3866.1
FDA37,OUT019,241.197
FDV43,OUT013,748.559
FDL36,OUT046,1459.57
FDD53,OUT045,771.13
FDZ19,OUT010,548.819
FDV21,OUT045,2278.7
NCL54,OUT018,1933.62
DRI47,OUT027,3479.27
DRG03,OUT049,3210.62
FDG21,OUT013,3088.38
FDW03,OUT018,1806.38
NCI55,OUT046,2254.93
DRC36,OUT019,321.47
FDH22,OUT017,1871.9
FDV20,OUT045,1586
NCU41,OUT027,5570.15
FDN46,OUT027,3042.71
FDK50,OUT045,2407.67
NCA05,OUT027,3975.96
DRH01,OUT018,2950.09
FDT08,OUT018,2679.11
FDM08,OUT018,3427.8
FDZ07,OUT035,1416.96
FDS22,OUT017,691.5
FDV35,OUT027,3379.27
FDI28,OUT010,178.168
FDW58,OUT027,2691.16
FDT52,OUT045,4227.23
FDY34,OUT046,2419.72
FDR10,OUT046,2583.7
FDK57,OUT017,2338.62
FDR02,OUT027,2508.6
FDX49,OUT046,3698.72
FDQ20,OUT046,830.586
DRK23,OUT045,4162.32
NCW06,OUT046,3019.14
FDR31,OUT017,2544.35
NCE43,OUT013,2669.33
DRO59,OUT027,2702.55
FDN09,OUT049,4969.33
FDR11,OUT046,2855.82
FDO57,OUT013,2353
NCX18,OUT017,3431.53
FDB05,OUT018,2015.71
FDQ08,OUT018,674.322
NCG43,OUT035,1843.4
FDJ56,OUT013,1770.23
FDA13,OUT010,115.516
FDO56,OUT017,1856.45
FDB37,OUT018,3450.97
FDZ02,OUT018,1156.49
FDQ24,OUT046,4127.43
FDM16,OUT013,901.36
FDU35,OUT049,2000.93
FDT35,OUT035,3842.27
NCX30,OUT049,4661.13
FDG04,OUT017,4096.27
FDI12,OUT035,1175.67
FDE35,OUT035,836.511
NCP14,OUT027,2491.89
NCY53,OUT045,1720.49
FDP49,OUT017,607.609
FDQ04,OUT017,614.067
FDM39,OUT035,3726.22
FDO58,OUT019,506.274
FDC56,OUT017,2451.61
NCQ54,OUT046,2980.92
FDV10,OUT027,905.954
NCK17,OUT046,607.942
NCF55,OUT027,787.109
FDV33,OUT013,5073.46
NCH29,OUT019,228.636
FDA37,OUT027,3326.6
FDH46,OUT018,1673.42
FDS25,OUT035,2631.31
FDH04,OUT027,2162.25
FDX52,OUT046,3225.73
NCD42,OUT017,712.007
FDW47,OUT017,2315.99
FDL25,OUT027,2537.43
NCJ06,OUT010,217.064
FDY09,OUT013,2654.81
FDS40,OUT046,672.325
FDH41,OUT017,3033.72
FDG38,OUT035,1998.33
FDU03,OUT027,5558.1
FDV20,OUT046,2334.69
DRB13,OUT045,3900.86
NCQ30,OUT013,1151.5
NCH06,OUT013,3543.05
FDU50,OUT018,2043.14
NCO42,OUT019,327.185
FDW09,OUT018,607.809
FDH04,OUT013,906.22
FDC21,OUT045,1665.63
FDL21,OUT049,641.698
FDM46,OUT010,306.201
FDT22,OUT019,236.426
FDB28,OUT035,2579.97
FDI12,OUT018,1120.74
FDA28,OUT045,2198.67
FDF59,OUT013,1719.03
FDM45,OUT027,3100.23
FDQ56,OUT017,1537.27
FDR46,OUT049,3121.2
FDT01,OUT013,2008.25
FDD16,OUT027,2393.28
NCU30,OUT010,392.178
FDM40,OUT010,450.991
FDI56,OUT035,1760.64
NCS30,OUT013,2078.09
FDU08,OUT017,1601.45
FDX51,OUT027,5413.69
FDA43,OUT045,1695.13
FDX59,OUT010,91.947
FDC37,OUT018,1568.56
FDP58,OUT013,2638.7
NCY42,OUT035,1578.15
FDF21,OUT018,2036.35
FDU10,OUT027,1005.26
DRL47,OUT018,1865.64
FDA58,OUT018,4078.22
FDJ22,OUT049,4222.7
FDK50,OUT046,2597.22
FDO38,OUT035,1403.71
DRF60,OUT035,4139.41
NCZ42,OUT019,421.185
FDD35,OUT049,2489.36
FDL25,OUT045,1274.07
FDJ16,OUT013,762.474
DRK59,OUT049,3080.06
FDI50,OUT046,4967.47
NCB19,OUT045,1525.15
DRI37,OUT035,1044.24
FDA14,OUT027,3049.9
FDC08,OUT018,2069.17
FDS45,OUT046,2815
FDI21,OUT049,1594.86
DRJ47,OUT035,3294.11
DRE37,OUT027,5839.4
FDT55,OUT018,2276.64
NCG42,OUT027,3882.88
FDA31,OUT049,3253.3
NCW42,OUT046,3745.79
FDF50,OUT017,3264.55
FDK56,OUT049,4527.77
FDX10,OUT035,383.967
NCK07,OUT027,3865.9
FDZ49,OUT017,2821.99
FDR33,OUT013,1901.39
FDO44,OUT018,1025.8
FDA20,OUT046,3676.55
NCL30,OUT045,1600.58
FDI05,OUT019,227.887
FDQ12,OUT018,2765
FDH47,OUT017,1945.13
FDH34,OUT018,3032.32
FDF29,OUT046,1728.35
FDG40,OUT018,304.204
NCE18,OUT017,5444.98
FDP21,OUT010,462.082
FDY50,OUT013,1454.11
FDB36,OUT049,2435.5
NCZ29,OUT049,2206.86
FDU20,OUT018,1796.66
FDO56,OUT013,1374.68
FDW31,OUT049,3437.92
DRH59,OUT013,1060.62
NCB30,OUT017,2978.79
FDK43,OUT027,2873.06
FDW43,OUT045,5939.27
NCL19,OUT017,2306.86
FDJ27,OUT046,1213.35
FDC45,OUT046,2491.22
FDY40,OUT035,817.07
NCM41,OUT035,1439.26
NCK18,OUT019,746.295
FDP37,OUT049,2366.12
FDA27,OUT027,5930.61
NCX30,OUT035,4100.86
FDR09,OUT017,4859.87
FDG08,OUT027,4720.12
NCU30,OUT013,2989.84
FDB16,OUT017,1342.35
FDM16,OUT017,1372.88
FDC48,OUT013,1563.76
NCF18,OUT046,3079.46
FDU46,OUT018,1478.81
FDH41,OUT018,2266.85
NCN42,OUT010,308.478
FDU49,OUT046,1713.1
FDB20,OUT027,2419.52
FDG50,OUT019,286.827
FDW20,OUT045,2053.99
NCO55,OUT049,1739.07
FDX48,OUT046,2326.7
FDU48,OUT046,2828.65
FDR48,OUT019,270.115
FDK27,OUT013,2126.37
FDT35,OUT013,2902.62
FDN12,OUT049,1525.15
NCE31,OUT019,109.79
FDL21,OUT017,527.047
FDV56,OUT017,990.444
FDR16,OUT017,2946.63
NCP41,OUT049,1401.84
FDJ27,OUT013,1196.64
FDA07,OUT017,1963.78
FDK55,OUT049,1170.48
FDM33,OUT049,4001.86
FDY46,OUT046,3125.93
FDD36,OUT046,1883.68
FDB12,OUT027,2808.61
FDF28,OUT019,276.085
NCE07,OUT019,460.467
FDW50,OUT027,3253.17
NCW18,OUT017,3226.87
NCJ17,OUT019,339.691
DRZ24,OUT010,237.94
FDS07,OUT035,3498.11
NCW05,OUT010,217.051
FDZ22,OUT018,1313.22
FDK02,OUT046,2001.46
FDZ45,OUT027,5513.42
FDL25,OUT046,1412.83
FDS08,OUT045,2807.68
NCZ42,OUT027,8984.44
FDX57,OUT035,1806.85
FDF21,OUT046,3529.21
FDJ56,OUT018,1562.1
FDX10,OUT013,531.375
DRG48,OUT035,1842.73
DRN37,OUT046,2700.55
NCY41,OUT018,469.722
FDN28,OUT045,1155.16
FDE34,OUT045,2822.66
FDR10,OUT045,2174.9
FDC32,OUT017,1190.45
DRG13,OUT046,2440.76
FDP59,OUT049,1243.85
NCT53,OUT010,251.561
FDL57,OUT027,4727.38
FDN32,OUT010,296.814
FDK09,OUT018,2836.77
FDA52,OUT010,337.361
FDC57,OUT049,2757.01
FDI09,OUT035,4931.85
NCB07,OUT046,1864.11
FDP26,OUT035,1717.63
FDP40,OUT027,3375.54
FDL15,OUT013,2476.38
FDV07,OUT046,1731.41
FDS03,OUT017,1313.16
FDE50,OUT049,3929.42
FDQ15,OUT017,1088.18
FDQ33,OUT010,271.735
FDT22,OUT013,933.052
DRO35,OUT035,2452.61
FDJ41,OUT049,3540.72
FDQ27,OUT035,2507.47
FDC26,OUT017,2322.71
NCF43,OUT027,3133.79
NCR50,OUT035,2719.66
FDE39,OUT018,1587.33
FDN49,OUT027,903.823
DRG11,OUT035,1868.37
NCA18,OUT049,1694.33
FDM36,OUT018,2024.63
FDW32,OUT017,1126.93
NCQ18,OUT010,178.751
FDX14,OUT027,2158.46
FDD46,OUT017,1931.75
FDI34,OUT019,714.67
NCJ17,OUT035,1367.22
FDB52,OUT035,3119.54
FDV55,OUT018,2034.09
FDC57,OUT046,2552.88
FDB29,OUT046,1756.85
NCO43,OUT035,1998.93
FDG44,OUT045,875.86
FDJ34,OUT045,1858.78
FDH40,OUT049,1240.25
NCD07,OUT027,3513.29
FDB41,OUT017,744.764
FDH47,OUT018,1091.98
DRK37,OUT035,3491.06
FDM25,OUT019,404.895
NCX06,OUT045,2724.12
NCS05,OUT017,2771.39
FDS39,OUT045,1923.83
FDC47,OUT027,5283.46
FDG20,OUT013,3080.32
DRL23,OUT017,1734.14
FDY33,OUT013,2226.17
NCH18,OUT045,3413.56
FDX47,OUT035,2639.3
NCB06,OUT045,2129.49
FDP36,OUT049,923.664
FDW44,OUT018,2339.55
NCU41,OUT018,2542.62
NCS17,OUT046,1863.77
FDD46,OUT035,2260.39
FDE45,OUT017,3566.09
FDI09,OUT017,4456.93
NCJ54,OUT010,710.475
NCA29,OUT018,2723.92
NCN41,OUT027,3561.03
FDY34,OUT035,3420.41
NCG55,OUT035,2810.94
DRM49,OUT046,717.932
NCB42,OUT049,1999.06
FDE58,OUT045,1944.54
DRJ25,OUT013,628.382
FDS47,OUT010,129.365
FDY21,OUT049,3696.72
NCI54,OUT013,1788.67
FDO24,OUT017,3139.11
FDY43,OUT035,2360.19
FDF35,OUT018,1097.9
NCP29,OUT019,223.842
FDN28,OUT027,2439.42
FDJ50,OUT018,705.016
FDQ14,OUT027,3467.82
FDC37,OUT035,1739.47
FDN08,OUT046,1785.01
FDD04,OUT035,2245.34
FDW34,OUT018,2806.55
FDP04,OUT017,1159.89
NCG07,OUT017,3205.29
NCN14,OUT018,2213.52
FDJ16,OUT045,724.59
NCM42,OUT045,1480.94
NCF19,OUT046,827.856
FDY21,OUT018,4234.75
FDY19,OUT035,2198.41
FDV09,OUT045,2353.87
FDA28,OUT013,1773.76
FDC38,OUT018,1739.27
FDL28,OUT045,4516.79
NCH43,OUT049,3323.81
NCN53,OUT045,371.184
NCW05,OUT017,2891.64
NCO30,OUT018,2700.75
FDT04,OUT019,93.4241
FDB27,OUT018,3675.15
NCK07,OUT013,2441.29
NCA53,OUT013,661.938
FDB33,OUT018,2646.22
FDU37,OUT017,1313.22
FDR13,OUT035,2335.36
FDE45,OUT049,2979.32
FDV37,OUT017,2376.24
FDX44,OUT019,137.821
NCL06,OUT017,3567.56
FDJ28,OUT045,2404.27
FDX55,OUT049,3652.91
NCK17,OUT018,495.622
FDH52,OUT035,944.171
FDN13,OUT027,2723.72
FDK44,OUT018,1886.68
FDU16,OUT046,1998.13
FDZ07,OUT017,862.411
NCN06,OUT027,3186.85
FDH02,OUT010,196.012
NCW18,OUT045,3594.85
FDH57,OUT013,1919.04
FDV35,OUT045,3258.76
NCU29,OUT013,2637.97
NCP02,OUT046,749.824
FDN44,OUT013,2431.9
FDX03,OUT018,407.27
FDR11,OUT010,470.188
FDA36,OUT046,3162.28
FDP58,OUT027,4169.11
FDH31,OUT045,1240.39
FDH34,OUT035,2983.12
FDS13,OUT035,3795.26
FDT01,OUT018,2913.41
FDY09,OUT049,2053.33
FDV33,OUT027,5071.47
NCW29,OUT010,217.117
NCN17,OUT045,1051.63
FDX01,OUT046,1825.29
FDL03,OUT049,3939.61
DRL59,OUT049,863.942
DRM11,OUT027,5658.43
FDA43,OUT049,1688.87
FDZ56,OUT010,367.826
FDI44,OUT018,1208.09
FDB50,OUT013,1150.97
FDU15,OUT019,47.4604
NCJ19,OUT019,157.329
FDD48,OUT013,2250.07
NCW42,OUT035,3973.36
FDL24,OUT017,3063.15
NCB30,OUT013,3796.19
FDK25,OUT013,2818.86
FDW28,OUT049,2460.6
FDD47,OUT017,3708.04
FDK16,OUT019,260.528
FDW37,OUT046,1460.7
FDA48,OUT035,4294.48
FDA14,OUT017,2741.36
FDV15,OUT013,1347.65
FDN22,OUT049,3559.57
NCD55,OUT045,569.259
FDY43,OUT013,2912.28
